dataset,tissue,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype
Azimuth,PBMC,"KLRB1, NKG7, GZMK, IL7R, SLC4A10, GZMA, CXCR6, PRSS35, RBM24, NCR3",Mucosal associated invariant T,mucosal invariant T cell,CL:0000940,t/nk cell
Azimuth,PBMC,"TRDC, TRGC1, TRGC2, KLRC1, NKG7, TRDV2, CD7, TRGV9, KLRD1, KLRG1",gamma-delta T,gamma-delta T cell,CL:0000798,t/nk cell
Azimuth,PBMC,"PTPN3, MIR4422HG, NUCB2, CAV1, DTHD1, GZMA, MYB, FXYD2, GZMK, AC004585.1",Double-negative T,double negative thymocyte,CL:0002489,t/nk cell
Azimuth,PBMC,"PPBP, PF4, NRGN, GNG11, CAVIN2, TUBB1, CLU, HIST1H2AC, RGS18, GP9",Platelet,platelet,CL:0000233,platelet
Azimuth,PBMC,"KIT, TRDC, TTLL10, LINC01229, SOX4, KLRB1, TNFRSF18, TNFRSF4, IL1R1, HPGDS",Innate Lymphoid Cell,innate lymphoid cell,CL:0001065,innate lymphoid cell
Azimuth,PBMC,"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4",CD16+ Monocyte,,,macrophage/monocyte
Azimuth,PBMC,"SPINK2, PRSS57, CYTL1, EGFL7, GATA2, CD34, SMIM24, AVP, MYB, LAPTM4B",Hematopoietic stem and progenitor cell,hematopoietic stem cell,CL:0000037,stem cell
Azimuth,PBMC,"HBD, HBM, AHSP, ALAS2, CA1, SLC4A1, IFIT1B, TRIM58, SELENBP1, TMCC2",Erythroid cell,erythroid lineage cell,CL:0000764,erythroid cell
Azimuth,PBMC,"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A",CD56-bright Natural Killer,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,t/nk cell
Azimuth,PBMC,"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1",CD56-dim Natural Killer,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,t/nk cell
Azimuth,PBMC,"IL7R, TMSB10, CD4, ITGB1, LTB, TRAC, AQP3, LDHB, IL32, MAL",CD4+ Central Memory T,"central memory CD4-positive, alpha-beta T cell",CL:0000904,t/nk cell
Azimuth,PBMC,"MS4A1, TNFRSF13B, IGHM, IGHD, AIM2, CD79A, LINC01857, RALGPS2, BANK1, CD79B",Intermediate B cell,transitional stage B cell,CL:0000818,b cell
Azimuth,Pancreas,"RGS5, C11orf96, FABP4, CSRP2, IL24, ADIRF, NDUFA4L2, GPX3, IGFBP4, ESAM",quiescent stellate,,,fibroblast
Azimuth,Pancreas,"ACP5, APOE, HLA-DRA, TYROBP, LAPTM5, SDS, FCER1G, C1QC, C1QB, SRGN",immune,,,immune cell
Azimuth,Pancreas,"REG1A, PRSS1, CTRB2, CTRB1, REG1B, CELA3A, PRSS2, REG3A, CPA1, CLPS",acinar,acinar cell,CL:0000622,epithelial cell
Azimuth,Pancreas,"IAPP, INS, DLK1, INS-IGF2, G6PC2, HADH, ADCYAP1, GSN, NPTX2, C12orf75",beta islet cell,type B pancreatic cell,CL:0000169,epithelial cell
Azimuth,Pancreas,"GCG, TTR, PPP1R1A, CRYBA2, TM4SF4, MAFB, GC, GPX3, PCSK2, PEMT",alpha islet cell,pancreatic A cell,CL:0000171,epithelial cell
Azimuth,Pancreas,"SST, RBP4, SERPINA1, RGS2, PCSK1, SEC11C, HHEX, LEPR, MDK, LY6H",delta islet cell,pancreatic D cell,CL:0000173,epithelial cell
Azimuth,Pancreas,"SPP1, MMP7, IGFBP7, KRT7, ANXA4, SERPINA1, LCN2, CFTR, KRT19, SERPING1",ductal,pancreatic ductal cell,CL:0002079,epithelial cell
Azimuth,Pancreas,"BHMT, VSTM2L, PHGR1, TM4SF5, ANXA13, ASGR1, DEFB1, GHRL, COL22A1, OLFML3",epsilon islet cell,pancreatic epsilon cell,CL:0005019,secretory cell
Azimuth,Pancreas,"COL1A1, COL1A2, COL6A3, COL3A1, TIMP3, TIMP1, CTHRC1, SFRP2, BGN, LUM",activated stellate,,,fibroblast
Azimuth,Pancreas,"NGFR, CDH19, UCN2, SOX10, S100A1, PLP1, TSPAN11, WNT16, SOX2, TFAP2A",schwann,Schwann cell,CL:0002573,glial cell
Azimuth,Pancreas,"PLVAP, RGCC, ENG, PECAM1, ESM1, SERPINE1, CLDN5, STC1, MMP1, GNG11",endothelial,endothelial cell,CL:0000115,endothelial cell
Azimuth,Pancreas,"PPY, AQP3, MEIS2, ID2, GPC5-AS1, CARTPT, PRSS23, ETV1, PPY2, TUBB2A",gamma islet cell,pancreatic PP cell,CL:0002275,epithelial cell
Azimuth,Tonsil,"CLEC9A, ZNF366, CLEC10A, ST18, RTN1, LAD1, AC090559.1, CPVL, CCDC26, SHTN1",Dendritic,dendritic cell,CL:0000451,dendritic cell
Azimuth,Tonsil,"MIR155HG, SLAMF1, MYC, CD83, HSP90AB1, DDX21, EGR3, FCER2, REL, SYNGR2",Activated Naive B,,,b cell
Azimuth,Tonsil,"CHGB, KSR2, IL21, GNG4, CD40LG, ICOS, CTLA4, PDCD1, DRAIC, ICA1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell
Azimuth,Tonsil,"GZMH, CXCR6, TRGC2, ITGA1, KLRG1, MIAT, CD8A, CCL5, PPP2R2B, GPR171",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell
Azimuth,Tonsil,"E2F8, CDCA2, NUGGC, CLSPN, ANLN, MYBL1, FAM111B, KIF4A, NUF2, GTSE1",Cycling B,,,b cell
Azimuth,Tonsil,"S100A1, ERH, NPM1, C1QBP, MIF, CXCL14, PRMT1, RPLP0, YBX1, POLR2I",Cycling follicular dendritic,,,dendritic cell
Azimuth,Tonsil,"CIT, KPNA2, CSF1R, POLQ, CKAP2L, KIF14, AURKA, MMP9, KIF15, AURKB",Cycling myeloid,,,myeloid cell
Azimuth,Tonsil,"IL21, CTLA4, CORO1B, MAF, KIF15, SMC3, RRM2, PDCD1, SPOCK2, ICOS",Cycling T,,,t/nk cell
Azimuth,Tonsil,"FGFBP2, PTPN3, LAYN, FASLG, IL19, CAV1, MIR4422HG, DTHD1, PRDM8, CD5",Double negative T,double negative thymocyte,CL:0002489,t/nk cell
Azimuth,Tonsil,"ADGRG3, FCGR3B, MCEMP1, ORM1, CXCL2, PI3, AQP9, SLC11A1, CXCL8, G0S2",Granulocytes,granulocyte,CL:0000094,granulocyte
Azimuth,Tonsil,"AL139379.1, NR2F1, NR2F2-AS1, OSMR-AS1, SERPINA3, LINC02251, TCIM, GABRG3, CACNA2D1, DZIP1",Follicular dendritic,follicular dendritic cell,CL:0000442,dendritic cell
Azimuth,Tonsil,"SERPINA9, SUGCT, LOXL2, MEF2B, ELL3, CD40, SYBU, DNAJC10, SUSD3, AC012368.1",Germinal center B,germinal center B cell,CL:0000844,b cell
Azimuth,Tonsil,"KRT81, KRT86, SLC4A10, SH2D1B, RORC, IL23R, LIF, TNFSF11, NCR1, XCL1",Innate lymphoid,innate lymphoid cell,CL:0001065,innate lymphoid cell
Azimuth,Tonsil,"TAL1, AL157895.1, TPSD1, ADCYAP1, IL1RL1, CDK15, HDC, GCSAML, MLPH, CALB2",Mast,mast cell,CL:0000097,granulocyte
Azimuth,Tonsil,"FCRL4, TNFRSF13B, BHLHE41, CLECL1, FCGR2B, SP110, SP140, CCR6, TLR10, FCRL2",Memory B,memory B cell,CL:0000787,b cell
Azimuth,Tonsil,"AC104809.2, CD163, SULT1C2, VCAN, FPR3, CD163L1, TCN2, STAB1, VNN1, RTN1",Monocyte/macrophage,"monocyte,macrophage","CL:0000576,CL:0000235",macrophage/monocyte
Azimuth,Tonsil,"ABCB4, HVCN1, LINC00926, LINC02397, SP100, VAV3-AS1, COL19A1, RABEP2, FCER2, IGHD",Naive B,naive B cell,CL:0000788,b cell
Azimuth,Tonsil,"CHRM3-AS2, TOMM7, RPL30, ITGA6, LDHB, NOSIP, RPS25, RPS14, RPS15A, RPL11",Naive CD4 T,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,t/nk cell
Azimuth,Tonsil,"LINC02446, CD8B, LRRN3, LDLRAP1, CD8A, CCR7, NELL2, PRKCQ-AS1, RCAN3, RPS12",Naive CD8 T,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,t/nk cell
Azimuth,Tonsil,"IGKV1-6, IGHV3-21, IGKV1-39, IGLV3-27, IGLV3-19, IGLV4-69, IGKV3-15, IGHV1-18, IGHV4-34, IGLV2-23",Plasma,plasma cell,CL:0000786,b cell
Azimuth,Tonsil,"AC097375.1, CYYR1, C5orf64, KCNK17, KCNK10, LCNL1, LINC01478, ADGRB3, RASD1, LINC02207",Plasmacytoid dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell
Azimuth,Tonsil,"RAG2, SPTA1, ARPP21, VPREB1, RAG1, HRK, IGLL1, MME, ACSM3, AEBP1",preB/T,,,leukocyte
Azimuth,Tonsil,"IL36A, C5orf66-AS1, MAB21L4, RNF39, FUT3, SPRR1A, C1orf116, KLK11, RNASE7, PADI1",Epithelial,epithelial cell,CL:0000066,epithelial cell
Azimuth,Tonsil,"KIR2DL4, SPTSSB, SH2D1B, ZMAT4, KLRC1, KLRC2, KLRC3, NCR1, NCAM1, XCL2",Natural killer,natural killer cell,CL:0000623,t/nk cell
